"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","On loan","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"J. Cumming","England 2.","Oxford United","GK","26","1000000","","32","3158","0","0","0","0","England","right","185","no","1.34","0.06","50","0.57","95","0","1.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03","20.66","79.72","14.02","71.54","11.66","66.99","0","0","0","3.45","51.24","0.2","14.29","0.03","8.01","76.87","1.25","3.73","66.41","1.17","-2.78","-0.079","1.85"
"T. Crama","England 2.","Millwall","RB, RCB","24","175000","2028-06-30","32","3154","2","2.63","2","3.43","France","right","192","no","10.02","6.62","65.52","5.62","60.41","0.57","7.61","0.06","0.08","0","22","0.63","36.36","9.091","2.51","42.05","1.43","64","3.37","44.92","1.88","2.17","0.6","34.13","72.24","16.38","64.63","5.19","43.96","0.1","0.03","0.63","5.51","63.21","2.37","49.4","0.51","9.33","67.28","","","0","0","","",""
"L. Vigouroux","England 2.","Swansea City","GK","32","300000","2028-06-30","32","3149","0","0","0","0","England","left","194","no","1.37","0","0","0.49","76.47","0.03","2.06","0","0","0","0","0","0","0","0","0","0.06","100","0.2","57.14","0","0","0","27.84","85.52","14.29","73.4","10.06","62.78","0","0","0","2.97","47.12","0.11","0","0","6.92","76.45","1.11","4.12","72.92","1.14","0.93","0.027","1.54"
"C. Burgess","England 2.","Swansea City","LCB","30","1500000","2028-06-30","32","3149","0","1.84","0","0.3","Scotland","left","194","no","8.75","3.14","70.91","7.09","61.69","0.77","9.63","0","0.05","0","16","0.46","18.75","0","0.09","33.33","0.03","0","0.49","41.18","0.6","0.23","0","65.39","85.36","31.21","74.63","8.69","45.07","0.01","0","0","8.29","57.93","1.03","16.67","0.14","11.8","69.98","","","0","0","","",""
"M. Cooper","England 2.","Sheffield United","GK","26","0","","32","3121","0","0","0","0","England","right","186","no","1.41","0.09","66.67","0.49","82.35","0","1.94","0","0","0","0","0","0","0","0","0","0.03","100","0.14","60","0.03","0","0","22.55","81.2","14.39","71.74","10.27","61.52","0","0","0","4.93","55.56","0.4","14.29","0.06","7.15","84.27","1.21","3.75","67.69","1","-7.42","-0.214","1.67"
"S. Thomas","England 2.","Stoke City","LAMF","27","4200000","2028-06-30","32","3103","9","4.62","4","7.11","England","right","185","no","3.8","3.05","60","1.42","22.45","0.03","2.96","0.26","0.13","0","44","1.28","52.27","20.455","4.87","23.21","4.76","59.76","9.54","42.86","2.06","2.81","0.55","26.34","63.99","7.6","52.29","2.44","42.86","0.21","0.17","0.38","3.92","58.52","5.13","33.9","1.02","6.06","77.99","","","0","0","","",""
"I. Pandur","England 2.","Hull City","GK","25","2000000","2027-06-30","31","3099","0","0","0","0","Croatia","right","187","no","1.48","0.03","100","0.49","100","0","1.82","0","0","0","0","0","0","0","0","0","0","0","0.06","100","0","0","0","27.65","85.5","15.28","75.29","12.49","70","0","0","0","3.89","57.46","0.26","0","0","9.7","81.44","1.25","4.33","71.14","1.36","3.86","0.112","1.57"
"T. Kaminski","England 2.","Charlton Athletic","GK","33","3000000","2028-06-30","31","3098","0","0","0","0","Belgium","right","190","no","1.37","0.09","66.67","0.26","88.89","0","1.7","0","0","0","0","0","0","0","0","0","0.03","100","0.17","83.33","0","0","0","19.06","86.59","12.06","79.52","8.86","73.11","0","0","0","2.99","67.96","0.15","60","0.06","7.12","86.12","1.1","3.57","69.11","1.07","-1.3","-0.038","1.1"
"V. Kovačević","England 2.","Norwich City","GK","27","6000000","2029-06-30","31","3092","0","0","0","0","Bosnia and Herzegovina","right","192","no","1.48","0.03","0","0.93","90.63","0","2.08","0","0","0","0","0","0","0","0","0","0.06","50","0.17","50","0","0","0.03","22.24","90.45","10.8","82.75","5.36","67.39","0","0","0","1.05","41.67","0.06","0","0","4.34","75.17","1.22","3.64","66.4","1.21","-0.58","-0.017","1.8"
"C. Rushworth","England 2.","Coventry City","GK","24","3000000","2027-06-30","31","3085","0","0","0","0.42","England","left","191","yes","1.4","0.12","25","0.41","100","0","2.12","0","0","0","0","0","0","0","0","0","0","0","0.03","0","0","0","0","27.42","83.4","16.19","75.14","10.5","61.67","0.01","0","0.03","5.02","56.98","0.32","27.27","0.06","7.06","79.34","1.02","3.62","71.77","1.08","1.96","0.057","1.72"
"J. Cooper","England 2.","Millwall","LCB","31","3000000","2027-06-30","31","3083","2","3.6","1","0.87","England","left","193","no","7.15","3.5","70.83","8.35","67.48","0.53","6.3","0.06","0.11","0","22","0.64","36.36","9.091","0.26","66.67","0.06","50","0.82","39.29","1.28","0.23","0.09","42.18","81.87","20.81","71.67","8.03","59.27","0.03","0.03","0.09","5.87","61.19","0.64","36.36","0.41","10.01","69.97","","","0","0","","",""
"M. Clarke","England 2.","Derby County","LCB","29","2500000","2028-06-30","31","3071","1","0.98","1","0.53","England","left","185","no","11.17","4.81","74.39","6.01","46.83","0.79","8.26","0.03","0.03","0.03","10","0.29","20","10","0.21","28.57","0.21","57.14","1.79","32.79","0.88","0.38","0","40.62","81.31","18.52","68.67","8.24","51.96","0.02","0","0.09","5.07","50.87","0.62","23.81","0.23","7.91","66.3","","","0","0","","",""
"M. Grimes","England 2.","Coventry City","LDMF, LCMF, DMF","30","7000000","2028-06-30","31","3070","0","0.59","2","7.5","England","left","178","no","6.51","4.57","65.38","2.43","49.4","0.32","5.12","0","0.02","0","25","0.73","8","0","1.76","53.33","0.47","56.25","1.99","47.06","0.18","2.29","0.09","63.56","88.56","24.86","79.48","5.92","52.48","0.22","0.03","0.21","11.81","80.15","2.87","51.02","0.64","10.2","83.91","","","0","0","","",""
"S. Brynn","England 2.","Middlesbrough","GK","25","275000","2030-06-30","31","3052","0","0","1","0","England","right","184","no","1.24","0.12","75","0.44","100","0","1.65","0","0","0","0","0","0","0","0","0","0","0","0.06","50","0","0","0","15.28","83.59","8.02","69.49","4.6","48.08","0","0","0.03","1.62","30.91","0.15","0","0","2.8","68.42","0.88","2.86","69.07","0.77","-3.72","-0.11","1.42"
"L. Jones","England 2.","Charlton Athletic","CB, RCB","30","250000","2027-06-30","31","3033","1","2.34","1","0.29","England","right","191","no","9.76","5.28","75.84","10.06","66.08","1.07","7.28","0.03","0.07","0.03","19","0.56","31.58","5.263","0.06","50","0.12","50","0.68","65.22","0.95","0.3","0","35.67","82.11","15.01","67.39","5.67","49.74","0.01","0","0.06","4.07","52.55","0.5","29.41","0.27","6.88","60.34","","","0","0","","",""
"B. Cabango","England 2.","Swansea City","RCB","25","9000000","2028-06-30","31","3032","1","2.65","0","0.07","Wales","right","188","no","8.37","5.11","76.74","6.44","57.14","0.53","6.57","0.03","0.08","0","13","0.39","30.77","7.692","0.09","0","0.21","71.43","1.01","47.06","0.47","0.86","0","59.37","86.45","26.15","75.26","7.96","46.27","0","0.03","0.03","7.21","62.14","0.47","6.25","0.03","10.54","69.01","","","0","0","","",""
"H. Hackney","England 2.","Middlesbrough","LCMF, RCMF, RDMF","23","0","2027-06-30","32","3026","4","4.38","5","3.63","England","right","178","no","6.72","6.16","61.35","1.13","36.84","0.06","4.27","0.12","0.13","0.03","77","2.29","27.27","5.195","2.05","24.64","3.84","49.61","8.71","41.3","2.44","3.69","0.36","60.64","85.48","19.57","78.88","3.15","50.94","0.11","0.45","0.33","7.79","76.34","3.39","47.37","1.4","8.42","80.21","","","0","0","","",""
"B. Whiteman","England 2.","Preston North End","DMF","29","2800000","","31","2999","1","1.02","3","5.97","England","right","185","no","9.75","5.25","62.86","2.34","51.28","0.99","7.07","0.03","0.03","0","31","0.93","22.58","3.226","1.11","51.35","0.24","0","1.05","31.43","0.33","0.54","0","43.81","78.42","20.26","68.3","7.83","49.04","0.18","0.09","0.27","9.84","67.68","3.21","50.47","1.11","10.17","74.34","","","0","0","","",""
"J. Tymon","England 2.","Swansea City","LB","26","3200000","2029-06-30","31","2992","1","0.64","7","6.95","England","left","178","no","5.53","4.27","59.86","2.14","32.39","0.06","4.46","0.03","0.02","0","17","0.51","35.29","5.882","3.1","33.01","0.81","44.44","2.77","36.96","0.6","1.65","0.63","42.44","80.44","15.04","69.2","3.61","43.33","0.21","0","0.36","4.81","67.5","3.28","40.37","0.57","7.64","66.93","","","0","0","","",""
"J. Storey","England 2.","Preston North End","RCB, CB","28","3800000","2028-06-30","31","2978","2","3.05","0","0.94","England","right","188","no","8.73","5.74","65.26","7.19","70.17","0.33","5.92","0.06","0.09","0.06","21","0.63","42.86","9.524","0.45","26.67","0.18","50","1.51","56","1.12","0.73","0.03","33.88","78.68","17.11","67.67","5.71","46.56","0.03","0","0.09","4.93","57.67","0.97","34.38","0.33","6.62","63.47","","","0","0","","",""
"D. O'Shea","England 2.","Ipswich Town","RCB","26","0","2030-06-30","30","2963","1","1.65","1","0.53","Republic of Ireland","right","188","no","6.44","2.46","67.9","6.11","66.17","0.79","7.65","0.03","0.05","0.03","22","0.67","31.82","4.545","0.18","66.67","0.21","85.71","0.91","50","1.28","0.88","0.03","60.17","86.93","22.69","73.09","8.87","58.22","0.02","0.03","0.03","8.14","66.42","0.58","26.32","0.27","9.87","71.69","","","0","0","","",""
"J. Dunne","England 2.","Queens Park Rangers","RCB, RB","28","2500000","","30","2955","3","1.65","3","0.85","Republic of Ireland","right","183","no","7.83","4.93","68.52","9.14","59","0.58","5.54","0.09","0.05","0.06","17","0.52","23.53","17.647","0.73","54.17","0.52","58.82","2.56","36.9","1.01","1.16","0.09","39.96","82.77","17.7","71.94","6.18","51.72","0.03","0.03","0.15","5.94","57.95","1.34","47.73","0.43","8.65","75.7","","","0","0","","",""
"D. Hyam","England 2.","Wrexham","CB, LCB, RCB","30","2500000","2027-06-30","30","2944","0","0.56","0","0","Scotland","right","188","no","8.13","4.8","69.43","4.77","56.41","0.52","5.74","0","0.02","0","5","0.15","0","0","0.09","33.33","0.06","0","0.67","36.36","0.37","0.18","0.03","43.17","83.92","18.83","70.29","7.49","53.88","0","0","0","4.62","58.94","0.34","9.09","0.03","8.19","64.55","","","0","0","","",""
"T. Iwata","England 2.","Birmingham City","RB, RDMF, RCMF","28","1200000","2027-06-30","31","2939","2","3.67","0","2.07","Japan","right","176","no","7.47","6.19","67.82","2.63","53.49","0.12","5.03","0.06","0.11","0.06","37","1.13","24.32","5.405","2.91","34.74","0.7","43.48","3.06","40","1.68","1.22","0.06","45.69","80.56","15.07","69.72","4.38","49.65","0.06","0.03","0.34","6.31","73.3","3","41.84","0.8","8.24","69.89","","","0","0","","",""
"N. Madsen","England 2.","Queens Park Rangers","LCMF, LDMF","25","2500000","2029-06-30","32","2935","3","3.28","5","5.13","Denmark","right","192","no","6.81","3.93","71.09","2.42","55.7","0.31","5","0.03","0.1","0","34","1.04","32.35","8.824","1.32","46.51","0.55","50","2.05","43.28","0.74","0.83","0","40.66","84.01","14.87","72.78","4.39","62.94","0.16","0.09","0.46","7.6","77.02","2.02","65.15","0.64","8.16","80.45","","","0","0","","",""
"A. Fatawu","England 2.","Leicester City","RAMF, RW","21","0","2029-06-30","32","2923","8","4.74","7","3.35","Ghana","left","177","no","5.17","4.59","55.7","3.05","31.31","0.06","3.56","0.25","0.15","0","74","2.28","32.43","10.811","4.37","32.39","8.93","49.31","16.1","37.86","2.56","3.05","0.37","27.1","67.05","5.76","53.48","2.43","45.57","0.1","0.09","0.49","2.22","47.22","5.14","43.71","1.39","4.83","71.34","","","0","0","","",""
"S. McLoughlin","England 2.","Blackburn Rovers","CB, LCB","29","1500000","2027-06-30","30","2910","0","0.88","0","0.1","Republic of Ireland","left","191","no","9.62","4.79","74.19","8.66","52.86","0.74","7.66","0","0.03","0","16","0.49","12.5","0","0.34","18.18","0.22","71.43","1.14","51.35","0.96","0.65","0.03","41.78","79.72","20.6","68.17","7.86","44.88","0","0","0.03","6.84","55.2","0.99","28.13","0.25","8.97","64.14","","","0","0","","",""
"M. Helik","England 2.","Oxford United","RCB, CB","30","2200000","2027-06-30","30","2907","0","1.84","3","2.44","Poland","right","191","no","10.19","5.05","76.07","7.71","59.44","0.9","7.28","0","0.06","0","13","0.4","30.77","0","0.19","66.67","0.12","50","0.74","45.83","1.18","0.06","0.03","31.95","79.46","13.59","65.6","4.64","42","0.08","0","0.22","3.34","52.78","0.31","50","0.43","6.66","52.09","","","0","0","","",""
"N. Phillips","England 2.","West Bromwich Albion","RCB, CB","28","3500000","2028-06-30","31","2902","3","2.37","0","0.04","England","right","190","no","8.28","3.91","72.22","6.82","58.64","0.74","6.58","0.09","0.07","0.06","21","0.65","33.33","14.286","0.09","66.67","0.12","25","0.65","42.86","1.09","0.31","0","52.07","87.55","19.51","73.13","7.82","54.37","0","0","0","4.34","58.57","0.37","16.67","0.06","8.78","69.96","","","0","0","","",""
"B. Wilmot","England 2.","Stoke City","LCB","26","4800000","2026-06-30","30","2898","1","1.62","0","0.44","England","right","188","no","5.96","2.89","74.19","4.97","54.37","0.47","5.65","0.03","0.05","0","10","0.31","20","10","0.09","66.67","0.09","66.67","0.71","56.52","0.84","0.22","0.03","59.04","89.74","19.07","74.27","7.42","52.72","0.01","0","0.03","4.84","56.41","0.62","40","0.34","8.07","63.46","","","0","0","","",""
"М. Cleworth","England 2.","Wrexham","RCB","23","150000","2029-06-30","29","2893","1","3.1","3","0.87","England","right","191","no","8.56","5.6","72.22","4.42","54.93","0.65","5.3","0.03","0.1","0","16","0.5","25","6.25","0.59","47.37","0.19","66.67","0.93","33.33","0.47","0.81","0.03","45.54","82.17","22.34","72.98","6.63","50.7","0.03","0.06","0.16","6.72","63.43","1.21","41.03","0.34","9.24","62.96","","","0","0","","",""
"A. Randell","England 2.","Bristol City","LCMF, RCMF, DMF","25","2200000","2029-06-30","31","2888","2","0.94","0","1.76","England","right","175","no","6.98","4.14","65.41","2.27","61.64","0.53","5.08","0.06","0.03","0","24","0.75","20.83","8.333","1","37.5","0.5","50","3.18","53.92","0.56","1.09","0.28","40.95","82.12","14.34","68.91","3.9","45.6","0.05","0.06","0.28","7.29","72.22","2.21","47.89","0.72","6.61","71.23","","","0","0","","",""
"C. Klarer","England 2.","Birmingham City","LCB, RCB","25","3000000","2029-06-30","29","2887","2","2.07","0","0.33","Austria","right","191","no","8.29","5.24","77.38","8.35","71.64","0.41","6.61","0.06","0.06","0.06","14","0.44","14.29","14.286","0.19","16.67","0.25","75","1.53","38.78","0.5","1.5","0","60.35","90.39","21.54","78.44","4.4","38.3","0.01","0.03","0","5.92","65.79","0.72","34.78","0.22","6.61","66.98","","","0","0","","",""
"C. Hughes","England 2.","Hull City","LCB, RCB","22","0","2028-06-30","29","2853","1","1.16","1","0.4","England","right","185","no","9.84","4.48","63.38","4.2","64.66","1.42","8.32","0.03","0.04","0.03","11","0.35","36.36","9.091","0.13","50","0.41","61.54","1.86","40.68","0.57","1.26","0.19","44.01","85.45","15.14","69.17","5.99","47.89","0.01","0.06","0.09","6.31","63.5","0.82","34.62","0.28","6.88","59.63","","","0","0","","",""
"L. Kitching","England 2.","Coventry City","LCB","26","3800000","2027-06-30","29","2840","2","4.52","0","0.37","England","left","191","no","7.61","3.87","63.93","7.35","49.57","0.57","7.87","0.06","0.14","0.03","26","0.82","46.15","7.692","0.48","26.67","0.44","64.29","1.14","50","1.17","1.65","0.1","49.21","85.45","21.45","74.15","6.02","50","0.01","0.03","0.03","6.85","63.89","1.3","41.46","0.41","8.87","71.07","","","0","0","","",""
"B. Bannan","England 2.","Millwall","LCMF, DMF, AMF","36","250000","2027-06-30","31","2838","3","1.35","3","5.1","Scotland","left","170","no","6.53","3.04","64.58","0.82","34.62","0.38","5.44","0.1","0.04","0","32","1.01","37.5","9.375","1.65","38.46","0.95","63.33","2.57","38.27","0.51","0.89","0.06","54.39","82.33","20.84","70.93","6.98","46.82","0.16","0.19","0.44","10.62","64.18","3.65","51.3","1.24","10.21","78.88","","","0","0","","",""
"Paik Seung-Ho","England 2.","Birmingham City","LDMF, LCMF","28","1000000","2028-06-30","31","2817","4","1.29","0","1.42","Korea Republic","right","182","no","5.78","4.09","58.59","2.75","44.19","0.16","4.42","0.13","0.04","0.03","31","0.99","29.03","12.903","0.54","23.53","0.7","50","3.26","29.41","1.02","0.51","0.1","40.29","87.63","11.69","74.86","2.68","60.71","0.05","0.1","0.19","5.24","76.83","1.63","45.1","0.7","4.92","70.78","","","0","0","","",""
"J. Widell Zetterström","England 2.","Derby County","GK","27","2500000","2027-06-30","28","2792","0","0","0","0","Sweden","right","197","no","1.29","0.06","100","0.32","90","0","1.52","0","0","0","0","0","0","0","0","0","0","0","0.16","100","0","0","0","23.76","82.23","13.93","71.3","11.22","65.8","0","0","0","5.58","61.27","0.42","38.46","0.13","8.93","83.39","1.16","3.64","68.14","1.19","1.06","0.034","1.55"
"M. van Ewijk","England 2.","Coventry City","RB","25","0","2027-06-30","29","2787","0","0.79","6","3.33","Netherlands","right","175","no","8.91","6.52","67.33","2.07","39.06","0.1","6.17","0","0.03","0","12","0.39","8.33","0","3.04","34.04","2","43.55","4.29","31.58","1.23","1.52","0.48","36.81","78.42","13.21","66.99","3.46","34.58","0.11","0.03","0.39","5.1","66.46","2.33","51.39","0.65","7.01","73.73","","","0","0","","",""
"E. Galbraith","England 2.","Swansea City","RB, LCMF, LDMF","24","500000","2028-06-30","32","2755","2","1.05","1","3.24","Northern Ireland","right","175","no","7.61","5.49","60.71","2.61","43.75","0.16","5.92","0.07","0.03","0","42","1.37","21.43","4.762","1.44","36.36","1.5","54.35","5.26","37.89","0.75","2.16","0.46","58.15","83.6","20.61","67.51","7.74","49.79","0.11","0.16","0.23","10.49","66.98","3.07","50","1.05","10.29","72.7","","","0","0","","",""
"A. Matusiwa","England 2.","Ipswich Town","RDMF","27","0","2029-06-30","29","2745","0","0.24","1","0.29","Netherlands","right","173","no","10.66","5.7","67.24","3.34","50","0.52","10.12","0","0.01","0","6","0.2","16.67","0","0.07","100","0.43","38.46","3.25","40.4","0.16","0.52","0.03","45.44","88.1","14.52","79.46","2.13","67.69","0.01","0.07","0.07","6.62","86.63","0.89","81.48","0.66","7.67","71.79","","","0","0","","",""
"L. Palmer","England 2.","Sheffield Wednesday","RCB, RWB, RB","34","250000","","31","2744","0","0.88","1","0.44","England","right","188","no","6.2","5.31","62.96","1.61","48.98","0.2","3.7","0","0.03","0","12","0.39","16.67","0","1.02","41.94","0.72","63.64","1.97","46.67","0.66","1.12","0.2","32.54","79.44","14.73","68.37","5.02","48.37","0.01","0.03","0.16","4.13","61.11","1.25","63.16","0.3","7.22","67.27","","","0","0","","",""
"A. Mehmeti","England 2.","Ipswich Town","AMF, LCMF, LWF","25","0","2029-06-30","31","2723","8","8.51","7","5.83","England","right","180","no","5.35","5.65","57.89","0.96","17.24","0.07","2.63","0.26","0.28","0.03","72","2.38","38.89","11.111","3.27","31.31","4.92","56.38","12","39.39","3.54","3.34","0.43","26.41","72.84","8.06","63.11","2.12","39.06","0.19","0.23","0.66","3.11","64.89","3.57","48.15","1.29","4.89","68.24","","","0","0","","",""
"R. Dickie","England 2.","Bristol City","CB","29","2800000","2028-06-30","29","2715","1","2.16","0","0.64","England","right","195","no","8.69","3.68","74.77","6.8","66.34","0.8","7.49","0.03","0.07","0.03","13","0.43","23.08","7.692","0.07","0","0.17","80","1.56","53.19","0.7","0.36","0","49.89","85.71","21.08","74.69","5.1","43.51","0.02","0.07","0.07","3.78","54.39","0.4","33.33","0.17","8.12","57.96","","","0","0","","",""
"A. Dozzell","England 2.","Portsmouth","LDMF, RDMF, LCMF","26","1200000","2026-06-30","29","2714","1","0.58","1","0.57","England","left","178","no","5.54","3.91","61.02","1.92","41.38","0.36","4.27","0.03","0.02","0","12","0.4","25","8.333","0.96","44.83","0.66","30","1.99","31.67","0.63","0.66","0.17","35.81","85.74","10.35","68.27","3.78","49.12","0.02","0.07","0.17","5.64","68.24","1.79","48.15","0.4","5.24","83.54","","","0","0","","",""
"J. Tanganga","England 2.","Sheffield United","RCB, LCB","26","1800000","2028-06-30","28","2709","1","1.98","0","1.03","England","right","184","no","7.57","4.32","60.77","6.51","61.22","1.03","6.99","0.03","0.07","0.03","16","0.53","43.75","6.25","0.43","30.77","0.6","38.89","2.09","38.1","1.13","0.56","0.07","41.4","84.11","16.98","72.21","4.82","53.79","0.03","0","0.13","5.75","67.05","0.96","34.48","0.43","7.14","62.33","","","0","0","","",""
"C. O'Hare","England 2.","Sheffield United","AMF, LW, CF","27","2200000","2028-06-30","32","2708","7","8.56","4","3.47","England","right","175","no","6.71","6.18","65.59","2.23","32.84","0.03","3.66","0.23","0.28","0.03","45","1.5","33.33","15.556","0.7","33.33","1.93","43.1","7.38","38.29","3.22","1.76","0.2","30.94","78.84","10.34","67.85","1.26","36.84","0.12","0.33","0.53","3.62","67.89","2.69","58.02","2.06","3.76","72.57","","","0","0","","",""
"K. McLean","England 2.","Norwich City","RDMF, LDMF, LCMF","34","900000","2026-06-30","29","2697","0","0.71","0","2.82","Scotland","left","183","no","8.11","4.97","69.8","2.2","50","0.4","5.94","0","0.02","0","13","0.43","23.08","0","1.84","41.82","0.93","50","4.47","51.49","0.67","2.14","0.1","56.8","81.96","22.56","71.89","8.21","49.59","0.09","0.1","0.2","11.31","64.9","3.67","53.64","1.37","11.98","78.27","","","0","0","","",""
"A. Okonkwo","England 2.","Wrexham","GK","24","1800000","2027-06-30","28","2684","0","0","0","0","England","right","198","no","1.34","0","0","0.67","100","0","1.67","0","0","0","0","0","0","0","0","0","0","0","0.1","66.67","0","0","0","12.64","82.76","8.45","75.4","5.97","66.29","0","0","0","1.44","48.84","0.13","0","0","4.63","84.06","1.07","3.55","69.81","1.04","-1.09","-0.037","1.84"
"R. Poole","England 2.","Portsmouth","LCB, RCB","27","500000","2027-06-30","27","2677","0","1.52","0","0.2","Wales","right","180","no","9.38","5.14","74.51","6.09","48.62","0.91","7.24","0","0.05","0","8","0.27","37.5","0","0.3","33.33","0.37","72.73","1.11","57.58","0.61","1.08","0.13","44.65","84.04","18.05","71.32","5.38","48.13","0.01","0.03","0","5.18","59.74","0.34","10","0.03","7.93","63.14","","","0","0","","",""
"S. Ingelsson","England 2.","Sheffield Wednesday","LCMF, AMF","27","900000","2026-06-30","30","2676","1","1.42","0","2.15","Sweden","left","189","no","6.76","5.75","52.63","4.27","25.2","0.37","4.09","0.03","0.05","0","20","0.67","40","5","2.42","26.39","1.58","53.19","6.73","36","1.61","1.11","0.37","25.02","73.66","7.43","63.35","1.72","33.33","0.07","0.07","0.27","3.03","61.11","2.32","40.58","0.47","3.43","67.65","","","0","0","","",""
"T. Harwood-Bellis","England 2.","Southampton","RCB, LCB","24","0","2028-06-30","27","2667","4","3.66","0","0.86","England","right","188","no","9.31","3.34","67.68","7.46","54.3","0.71","10.21","0.13","0.12","0.13","27","0.91","51.85","14.815","0.51","13.33","0.1","0","1.59","53.19","1.55","1.18","0.1","65.4","85.55","26.96","74.84","8.4","48.59","0.03","0.13","0.2","8.37","68.15","1.38","41.46","0.57","12.55","66.67","","","0","0","","",""
"C. Styles","England 2.","West Bromwich Albion","LB","25","2500000","2028-06-30","31","2652","0","0.8","2","2.41","England","left","167","no","8.45","6.86","63.37","3.26","56.25","0.24","4.94","0","0.03","0","19","0.64","26.32","0","2","30.51","1.29","73.68","3.83","47.79","0.88","2.07","0.24","42.69","82.43","15.51","72.21","4.21","42.74","0.08","0.03","0.2","5.16","66.45","1.97","46.55","0.51","7.02","66.67","","","0","0","","",""
"Y. Ohashi","England 2.","Blackburn Rovers","CF","29","900000","2027-06-30","32","2647","5","7.99","1","0.43","Japan","right","181","no","5.3","4.69","60.87","7.79","25.76","0.17","3.17","0.14","0.27","0","61","2.07","37.7","8.197","1.09","21.88","2.18","50","8.4","25.91","3.47","1.53","0.24","17.65","72.06","4.11","52.07","0.54","62.5","0.01","0.14","0.17","1.7","62","1.22","47.22","0.51","1.8","67.92","","","0","0","","",""
"L. Ayling","England 2.","Middlesbrough","RCB","34","1000000","2026-06-30","30","2642","1","0.78","4","0.83","England","right","185","no","7.73","5.11","70.67","3.75","43.64","0.48","5.65","0.03","0.03","0.03","14","0.48","28.57","7.143","1.33","35.9","0.75","68.18","3.1","48.35","0.61","2.42","0.31","61.9","87.18","27.08","80.5","7.19","54.5","0.03","0.1","0.24","10.32","73.6","1.98","51.72","0.48","12.91","79.42","","","0","0","","",""
"I. Louza","England 2.","Watford","RCMF, LCMF, LDMF","26","0","2028-06-30","28","2626","6","6.45","6","6.36","France","left","178","no","6.85","5.24","58.82","1.85","35.19","0.34","4.76","0.17","0.22","0","60","2.06","25","10","1.54","28.89","1.34","61.54","5.52","49.07","1.17","1.88","0.31","60.29","88.12","18.51","77.04","5.45","55.97","0.22","0.38","0.48","8.95","75.1","2.88","47.62","0.93","8.26","80.08","","","0","0","","",""
"L. Davis","England 2.","Ipswich Town","LB","26","0","2029-06-30","28","2625","2","0.98","1","4.83","England","left","180","no","5.14","3.77","55.45","3.39","53.54","0.21","4.67","0.07","0.03","0.03","20","0.69","30","10","3.39","33.33","1.44","52.38","4.11","42.5","1.78","1.78","0.34","38.09","78.49","13.89","72.84","2.67","46.15","0.17","0.21","0.51","3.46","65.35","4.11","50.83","1.3","8.26","70.95","","","0","0","","",""
"T. Conway","England 2.","Middlesbrough","CF","23","4000000","2028-06-30","32","2623","7","9.29","1","1.22","England","right","185","no","4.01","3.77","56.36","1.48","27.91","0.03","2.89","0.21","0.32","0","50","1.72","38","14","0.69","25","2.09","42.62","6.86","29.5","4.29","1.48","0.45","19.45","87.13","2.33","72.06","0.41","50","0.04","0.07","0.24","0.89","65.38","0.86","76","1.2","1.13","60.61","","","0","0","","",""
"I. Price","England 2.","West Bromwich Albion","AMF, CF, LW","22","0","2029-06-30","32","2615","6","7.66","1","2.2","Northern Ireland","right","178","no","4.78","3.3","61.46","2.44","32.39","0.17","3.2","0.21","0.26","0.03","61","2.1","36.07","9.836","1.62","36.17","0.89","38.46","3.82","35.14","2.58","1.24","0.28","28.33","77.04","6.61","59.9","2.24","47.69","0.08","0.07","0.41","2.96","58.14","1.89","58.18","0.65","4.27","69.35","","","0","0","","",""
"R. Slater","England 2.","Hull City","LDMF, LCMF, RDMF","26","3500000","2026-06-30","31","2605","2","1.79","1","2.3","England","right","173","no","8.19","5.98","64.74","2.11","45.9","0.45","5.04","0.07","0.06","0.03","19","0.66","36.84","10.526","0.86","40","1.24","47.22","4.04","47.01","1.21","0.76","0.14","29.88","80.92","8.36","63.22","3.39","45.92","0.08","0.03","0.24","3.7","62.62","1.14","60.61","0.59","4.11","55.46","","","0","0","","",""
"D. Furlong","England 2.","Ipswich Town","RB","30","3500000","2028-06-30","27","2584","0","0.76","2","1.8","England","right","183","no","7.24","4.91","57.45","3.52","63.37","0.1","6.31","0","0.03","0","9","0.31","11.11","0","1.25","33.33","0.35","50","1.88","50","0.8","0.73","0.07","42.74","78.65","20.34","67.12","5.36","44.16","0.06","0","0.17","6.79","62.56","1.46","45.24","0.35","9.75","65.71","","","0","0","","",""
